Clothing ID,Age,Title,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name,Active Time,Price
1081.0,57,Beautiful!,4.0,1,9.0,General,Dresses,Dresses,4.970955592973476,79.13176670755732
886.0,36,Cute top with right undershirt,5.0,1,10.0,General,Tops,Knits,12.625583281283348,59.555422277691946
1083.0,46,Not for single girls :-(,3.0,0,3.0,General,Dresses,Dresses,10.261413689409672,95.40294686340027
866.0,42,Swingy and cute but too wide,2.0,0,0.0,General Petite,Tops,Knits,13.25924862594878,95.32886012999018
603.0,51,Gorgeous shorts,3.0,1,0.0,General,Bottoms,Shorts,10.12593911039222,54.780615299760925
862.0,43,Great spring top,5.0,1,0.0,General,Tops,Knits,3.99856981379769,54.32582449830312
1094.0,46,Abroad dress,3.0,0,2.0,General Petite,Dresses,Dresses,17.740803833261154,54.3949439583816
1008.0,31,"The perfect skirt for all year, every year.",5.0,1,0.0,General Petite,Bottoms,Skirts,10.238077022877796,60.06071956450725
877.0,75,Perfect western scene,5.0,1,0.0,General,Tops,Knits,4.896495129767142,36.55248078398664
860.0,37,Light and breezy,3.0,1,0.0,General,Tops,Knits,16.937254164412327,47.3418104966173
1078.0,31,Beautiful color and fabric,4.0,1,5.0,General Petite,Dresses,Dresses,14.80194460128233,83.0155043451116
868.0,24,Romantic ruffled tee,5.0,1,1.0,General Petite,Tops,Knits,12.411425144411618,41.217655716351295
861.0,69,Great t,1.0,1,0.0,General,Tops,Knits,47.20036006548847,37.81675713973124
1083.0,32,Amazing dress!!,5.0,1,1.0,General,Dresses,Dresses,8.982713334324608,46.0949178641271
513.0,27,Wonderful one piece,5.0,1,1.0,Intimates,Intimate,Swim,12.057333719102331,49.42433582299498
1104.0,67,Little black winter dress,4.0,1,0.0,General,Dresses,Dresses,13.103219522318122,131.46533935419473
876.0,64,Boxy but pretty,4.0,1,1.0,General,Tops,Knits,5.240651680676512,91.87043983254212
866.0,26,"Cute top, but back is more of a jersey material",4.0,1,0.0,General,Tops,Knits,8.977369836299903,51.34206594949914
1094.0,42,Great dress but cut too low,3.0,0,1.0,General Petite,Dresses,Dresses,16.661808341561706,57.454192740479584
1078.0,37,Stunning!,5.0,1,14.0,General,Dresses,Dresses,3.740091495118609,46.45685419717204
861.0,49,Comfort and style,5.0,1,0.0,General,Tops,Knits,8.902803917027217,89.60585510701567
831.0,47,Beautiful blouse with lovely cotton-lace detail,4.0,1,4.0,General,Tops,Blouses,9.178293669094607,69.6203863773343
282.0,28,"Comfy, summery",5.0,1,0.0,General,Bottoms,Shorts,5.748766591680366,34.12804007752656
1074.0,54,Beautiful dress!,5.0,1,12.0,General,Dresses,Dresses,4.668950206268488,43.37980912978509
834.0,44,Not flattering on anyone,2.0,0,0.0,General,Tops,Blouses,26.874969877078406,44.40700195610149
819.0,41,Great shirt!,4.0,1,2.0,General Petite,Tops,Blouses,7.200100148788539,55.24181883138562
1110.0,36,"Super cute on, colors completely faded",2.0,0,1.0,General,Dresses,Dresses,19.292403989115527,61.40699238185186
1016.0,49,Cute,4.0,1,1.0,General,Bottoms,Skirts,9.699691238518188,52.33420279222226
927.0,60,Just beautiful,5.0,1,0.0,General Petite,Tops,Sweaters,3.9028074507788286,92.28153670235204
169.0,26,Too big,3.0,0,4.0,Intimates,Intimate,Legwear,8.153376995064365,45.34585069188715
997.0,57,Don't do it,1.0,0,3.0,General Petite,Bottoms,Skirts,13.000359890870296,64.90773550231945
879.0,61,I was disappointed.,2.0,0,0.0,General,Tops,Knits,14.803507617255606,90.82078667977096
257.0,35,In love!,5.0,1,0.0,Intimates,Intimate,Lounge,5.208946354948046,108.42217914487722
830.0,45,Very well made top,5.0,1,3.0,General,Tops,Blouses,3.459143155864376,76.56124863389601
631.0,27,Beautiful chemise,4.0,1,0.0,General Petite,Intimate,Lounge,10.11773697859886,55.83987138794802
997.0,49,Beautiful!,5.0,1,0.0,General Petite,Bottoms,Skirts,5.445432129450735,52.32264129906318
